userId,rating,title
user_8,4,Seven (a.k.a. Se7en) (1995)
user_13,5,Seven (a.k.a. Se7en) (1995)
user_14,5,Seven (a.k.a. Se7en) (1995)
user_16,3.5,Seven (a.k.a. Se7en) (1995)
user_26,4,Seven (a.k.a. Se7en) (1995)
user_39,3,Seven (a.k.a. Se7en) (1995)
user_41,3.5,Seven (a.k.a. Se7en) (1995)
user_47,3,Seven (a.k.a. Se7en) (1995)
user_56,5,Seven (a.k.a. Se7en) (1995)
user_72,4.5,Seven (a.k.a. Se7en) (1995)
user_75,2,Seven (a.k.a. Se7en) (1995)
user_81,3,Seven (a.k.a. Se7en) (1995)
user_94,2,Seven (a.k.a. Se7en) (1995)
user_104,0.5,Seven (a.k.a. Se7en) (1995)
user_110,4.5,Seven (a.k.a. Se7en) (1995)
user_122,4.5,Seven (a.k.a. Se7en) (1995)
user_123,4.5,Seven (a.k.a. Se7en) (1995)
user_126,5,Seven (a.k.a. Se7en) (1995)
user_129,3.5,Seven (a.k.a. Se7en) (1995)
user_131,4,Seven (a.k.a. Se7en) (1995)
user_133,4,Seven (a.k.a. Se7en) (1995)
user_136,5,Seven (a.k.a. Se7en) (1995)
user_142,4,Seven (a.k.a. Se7en) (1995)
user_152,5,Seven (a.k.a. Se7en) (1995)
user_176,5,Seven (a.k.a. Se7en) (1995)
user_187,4,Seven (a.k.a. Se7en) (1995)
user_192,3,Seven (a.k.a. Se7en) (1995)
user_198,5,Seven (a.k.a. Se7en) (1995)
user_204,5,Seven (a.k.a. Se7en) (1995)
user_222,4,Seven (a.k.a. Se7en) (1995)
user_227,5,Seven (a.k.a. Se7en) (1995)
user_230,3,Seven (a.k.a. Se7en) (1995)
user_241,4,Seven (a.k.a. Se7en) (1995)
user_242,5,Seven (a.k.a. Se7en) (1995)
user_251,5,Seven (a.k.a. Se7en) (1995)
user_260,4.5,Seven (a.k.a. Se7en) (1995)
user_261,4,Seven (a.k.a. Se7en) (1995)
user_268,3,Seven (a.k.a. Se7en) (1995)
user_284,3,Seven (a.k.a. Se7en) (1995)
user_301,4.5,Seven (a.k.a. Se7en) (1995)
user_326,4,Seven (a.k.a. Se7en) (1995)
user_346,3.5,Seven (a.k.a. Se7en) (1995)
user_351,4.5,Seven (a.k.a. Se7en) (1995)
user_352,5,Seven (a.k.a. Se7en) (1995)
user_354,4,Seven (a.k.a. Se7en) (1995)
user_369,3.5,Seven (a.k.a. Se7en) (1995)
user_370,3.5,Seven (a.k.a. Se7en) (1995)
user_379,3,Seven (a.k.a. Se7en) (1995)
user_387,4.5,Seven (a.k.a. Se7en) (1995)
user_402,3,Seven (a.k.a. Se7en) (1995)
user_403,5,Seven (a.k.a. Se7en) (1995)
user_404,3,Seven (a.k.a. Se7en) (1995)
user_415,4,Seven (a.k.a. Se7en) (1995)
user_417,5,Seven (a.k.a. Se7en) (1995)
user_419,4,Seven (a.k.a. Se7en) (1995)
user_424,5,Seven (a.k.a. Se7en) (1995)
user_426,0.5,Seven (a.k.a. Se7en) (1995)
user_433,3,Seven (a.k.a. Se7en) (1995)
user_441,4.5,Seven (a.k.a. Se7en) (1995)
user_445,4.5,Seven (a.k.a. Se7en) (1995)
user_446,4,Seven (a.k.a. Se7en) (1995)
user_452,5,Seven (a.k.a. Se7en) (1995)
user_464,5,Seven (a.k.a. Se7en) (1995)
user_489,3,Seven (a.k.a. Se7en) (1995)
user_498,3,Seven (a.k.a. Se7en) (1995)
user_505,5,Seven (a.k.a. Se7en) (1995)
user_507,3,Seven (a.k.a. Se7en) (1995)
user_512,5,Seven (a.k.a. Se7en) (1995)
user_540,4.5,Seven (a.k.a. Se7en) (1995)
user_542,5,Seven (a.k.a. Se7en) (1995)
user_551,4.5,Seven (a.k.a. Se7en) (1995)
user_565,4,Seven (a.k.a. Se7en) (1995)
user_574,5,Seven (a.k.a. Se7en) (1995)
user_29,3.5,"Usual Suspects, The (1995)"
user_35,5,"Usual Suspects, The (1995)"
user_38,5,"Usual Suspects, The (1995)"
user_60,3,"Usual Suspects, The (1995)"
user_61,4.5,"Usual Suspects, The (1995)"
user_69,5,"Usual Suspects, The (1995)"
user_80,4.5,"Usual Suspects, The (1995)"
user_88,5,"Usual Suspects, The (1995)"
user_162,4,"Usual Suspects, The (1995)"
user_174,3,"Usual Suspects, The (1995)"
user_197,3,"Usual Suspects, The (1995)"
user_211,4,"Usual Suspects, The (1995)"
user_215,5,"Usual Suspects, The (1995)"
user_221,4.5,"Usual Suspects, The (1995)"
user_228,4.5,"Usual Suspects, The (1995)"
user_237,2.5,"Usual Suspects, The (1995)"
user_246,4.5,"Usual Suspects, The (1995)"
user_262,3,"Usual Suspects, The (1995)"
user_278,5,"Usual Suspects, The (1995)"
user_287,3.5,"Usual Suspects, The (1995)"
user_295,5,"Usual Suspects, The (1995)"
user_296,5,"Usual Suspects, The (1995)"
user_309,4.5,"Usual Suspects, The (1995)"
user_327,4.5,"Usual Suspects, The (1995)"
user_329,2,"Usual Suspects, The (1995)"
user_331,5,"Usual Suspects, The (1995)"
user_335,5,"Usual Suspects, The (1995)"
user_338,4.5,"Usual Suspects, The (1995)"
user_343,4.5,"Usual Suspects, The (1995)"
user_348,5,"Usual Suspects, The (1995)"
user_356,3.5,"Usual Suspects, The (1995)"
user_363,4,"Usual Suspects, The (1995)"
user_394,5,"Usual Suspects, The (1995)"
user_418,4.5,"Usual Suspects, The (1995)"
user_435,4,"Usual Suspects, The (1995)"
user_449,4.5,"Usual Suspects, The (1995)"
user_455,3,"Usual Suspects, The (1995)"
user_472,5,"Usual Suspects, The (1995)"
user_482,4,"Usual Suspects, The (1995)"
user_495,4,"Usual Suspects, The (1995)"
user_497,3,"Usual Suspects, The (1995)"
user_510,4,"Usual Suspects, The (1995)"
user_515,4.5,"Usual Suspects, The (1995)"
user_566,5,"Usual Suspects, The (1995)"
user_568,5,"Usual Suspects, The (1995)"
user_569,3,"Usual Suspects, The (1995)"
user_593,4.5,"Usual Suspects, The (1995)"
user_595,5,"Usual Suspects, The (1995)"
user_34,3.5,From Dusk Till Dawn (1996)
user_361,2,From Dusk Till Dawn (1996)
user_405,4,From Dusk Till Dawn (1996)
user_428,3,From Dusk Till Dawn (1996)
user_450,2,From Dusk Till Dawn (1996)
user_546,5,From Dusk Till Dawn (1996)
user_571,2,From Dusk Till Dawn (1996)
user_454,3,Bottle Rocket (1996)
user_30,5,Braveheart (1995)
user_49,4,Braveheart (1995)
user_59,2,Braveheart (1995)
user_83,4,Braveheart (1995)
user_115,3,Braveheart (1995)
user_125,4.5,Braveheart (1995)
user_128,5,Braveheart (1995)
user_164,5,Braveheart (1995)
user_165,4,Braveheart (1995)
user_170,4,Braveheart (1995)
user_173,3,Braveheart (1995)
user_183,5,Braveheart (1995)
user_196,3.5,Braveheart (1995)
user_203,5,Braveheart (1995)
user_208,4,Braveheart (1995)
user_235,4,Braveheart (1995)
user_265,3,Braveheart (1995)
user_267,4,Braveheart (1995)
user_319,4.5,Braveheart (1995)
user_340,5,Braveheart (1995)
user_344,4.5,Braveheart (1995)
user_366,4,Braveheart (1995)
user_374,5,Braveheart (1995)
user_376,3.5,Braveheart (1995)
user_390,4,Braveheart (1995)
user_393,4,Braveheart (1995)
user_395,4,Braveheart (1995)
user_423,4,Braveheart (1995)
user_427,4,Braveheart (1995)
user_439,3.5,Braveheart (1995)
user_447,5,Braveheart (1995)
user_457,5,Braveheart (1995)
user_458,5,Braveheart (1995)
user_463,4.5,Braveheart (1995)
user_479,2,Braveheart (1995)
user_485,3,Braveheart (1995)
user_494,5,Braveheart (1995)
user_513,4,Braveheart (1995)
user_536,5,Braveheart (1995)
user_549,3,Braveheart (1995)
user_586,5,Braveheart (1995)
user_108,2,Rob Roy (1995)
user_147,1.5,Rob Roy (1995)
user_429,4,Rob Roy (1995)
user_99,5,Desperado (1995)
user_194,3,Desperado (1995)
user_238,4,Desperado (1995)
user_256,4,Desperado (1995)
user_431,3,Desperado (1995)
user_22,4,Billy Madison (1995)
user_310,2,Billy Madison (1995)
user_365,3.5,Billy Madison (1995)
user_583,4,Billy Madison (1995)
user_9,4,Clerks (1994)
user_101,4,Clerks (1994)
user_225,5,Clerks (1994)
user_255,2,Clerks (1994)
user_342,5,Clerks (1994)
user_384,4,Clerks (1994)
user_409,4,Clerks (1994)
user_558,4,Clerks (1994)
user_585,4.5,Clerks (1994)
user_591,4,Clerks (1994)
user_25,4,Dumb & Dumber (Dumb and Dumber) (1994)
user_37,5,Dumb & Dumber (Dumb and Dumber) (1994)
user_349,2,Dumb & Dumber (Dumb and Dumber) (1994)
user_543,5,Dumb & Dumber (Dumb and Dumber) (1994)
user_557,3.5,Dumb & Dumber (Dumb and Dumber) (1994)
user_589,4,Dumb & Dumber (Dumb and Dumber) (1994)
user_520,3.5,Ed Wood (1994)
user_52,4,Star Wars: Episode IV - A New Hope (1977)
user_77,5,Star Wars: Episode IV - A New Hope (1977)
user_95,5,Star Wars: Episode IV - A New Hope (1977)
user_113,4,Star Wars: Episode IV - A New Hope (1977)
user_114,3.5,Star Wars: Episode IV - A New Hope (1977)
user_120,5,Star Wars: Episode IV - A New Hope (1977)
user_139,4,Star Wars: Episode IV - A New Hope (1977)
user_149,4,Star Wars: Episode IV - A New Hope (1977)
user_180,4.5,Star Wars: Episode IV - A New Hope (1977)
user_205,4.5,Star Wars: Episode IV - A New Hope (1977)
user_210,5,Star Wars: Episode IV - A New Hope (1977)
user_212,2.5,Star Wars: Episode IV - A New Hope (1977)
user_224,2,Star Wars: Episode IV - A New Hope (1977)
user_231,4,Star Wars: Episode IV - A New Hope (1977)
user_248,3.5,Star Wars: Episode IV - A New Hope (1977)
user_303,3.5,Star Wars: Episode IV - A New Hope (1977)
user_407,4,Star Wars: Episode IV - A New Hope (1977)
user_408,4,Star Wars: Episode IV - A New Hope (1977)
user_416,3,Star Wars: Episode IV - A New Hope (1977)
user_459,4,Star Wars: Episode IV - A New Hope (1977)
user_461,0.5,Star Wars: Episode IV - A New Hope (1977)
user_466,1.5,Star Wars: Episode IV - A New Hope (1977)
user_475,5,Star Wars: Episode IV - A New Hope (1977)
user_487,4,Star Wars: Episode IV - A New Hope (1977)
user_516,5,Star Wars: Episode IV - A New Hope (1977)
user_527,5,Star Wars: Episode IV - A New Hope (1977)
user_531,5,Star Wars: Episode IV - A New Hope (1977)
user_548,3.5,Star Wars: Episode IV - A New Hope (1977)
user_582,4,Star Wars: Episode IV - A New Hope (1977)
user_10,1,Pulp Fiction (1994)
user_67,4.5,Pulp Fiction (1994)
user_74,5,Pulp Fiction (1994)
user_118,4,Pulp Fiction (1994)
user_168,4.5,Pulp Fiction (1994)
user_285,4,Pulp Fiction (1994)
user_413,5,Pulp Fiction (1994)
user_503,5,Pulp Fiction (1994)
user_526,4,Pulp Fiction (1994)
user_575,5,Pulp Fiction (1994)
user_355,4,Stargate (1994)
user_2,4,Tommy Boy (1995)
user_465,4,Clear and Present Danger (1994)
user_530,4,Clear and Present Danger (1994)
user_70,4,Forrest Gump (1994)
user_111,5,Forrest Gump (1994)
user_143,5,Forrest Gump (1994)
user_148,4,Forrest Gump (1994)
user_154,5,Forrest Gump (1994)
user_188,5,Forrest Gump (1994)
user_189,4,Forrest Gump (1994)
user_209,4.5,Forrest Gump (1994)
user_243,4,Forrest Gump (1994)
user_300,4,Forrest Gump (1994)
user_375,4.5,Forrest Gump (1994)
user_430,3,Forrest Gump (1994)
user_491,4.5,Forrest Gump (1994)
user_511,4.5,Forrest Gump (1994)
user_519,5,Forrest Gump (1994)
user_523,4.5,Forrest Gump (1994)
user_563,4,Forrest Gump (1994)
user_564,3,Forrest Gump (1994)
user_581,4.5,Forrest Gump (1994)
user_20,4,"Jungle Book, The (1994)"
user_281,2,"Jungle Book, The (1994)"
user_442,2.5,"Jungle Book, The (1994)"
user_316,2.5,"Mask, The (1994)"
user_537,4,"Mask, The (1994)"
user_3,0.5,Schindler's List (1993)
user_65,4,Schindler's List (1993)
user_85,5,Schindler's List (1993)
user_157,5,Schindler's List (1993)
user_172,4.5,Schindler's List (1993)
user_190,5,Schindler's List (1993)
user_258,4,Schindler's List (1993)
user_421,5,Schindler's List (1993)
user_467,5,Schindler's List (1993)
user_539,3.5,Schindler's List (1993)
user_554,5,Schindler's List (1993)
user_12,3.5,So I Married an Axe Murderer (1993)
user_36,2,"Three Musketeers, The (1993)"
user_371,4,Batman (1989)
user_97,5,"Silence of the Lambs, The (1991)"
user_598,0.5,"Silence of the Lambs, The (1991)"
user_502,4.5,Pinocchio (1940)
user_253,5,Fargo (1996)
user_324,5,Fargo (1996)
user_55,0.5,Space Jam (1996)
user_48,3.5,Independence Day (a.k.a. ID4) (1996)
user_377,4,Alice in Wonderland (1951)
user_398,4.5,That Thing You Do! (1996)
user_53,5,"Ghost and the Darkness, The (1996)"
user_478,4,Willy Wonka & the Chocolate Factory (1971)
user_218,3,Platoon (1986)
user_245,1,Basic Instinct (1992)
user_250,3.5,Basic Instinct (1992)
user_271,2.5,"Abyss, The (1989)"
user_345,3.5,"Abyss, The (1989)"
user_392,3,"Abyss, The (1989)"
user_87,5,Monty Python and the Holy Grail (1975)
user_383,3,Star Wars: Episode V - The Empire Strikes Back (1980)
user_388,4,"Princess Bride, The (1987)"
user_538,5,"Princess Bride, The (1987)"
user_299,4,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
user_311,2.5,Apocalypse Now (1979)
user_236,5,Alien (1979)
user_440,4.5,Alien (1979)
user_499,5,"Blues Brothers, The (1980)"
user_508,4.5,Full Metal Jacket (1987)
user_547,3,Henry V (1989)
user_272,4,"Terminator, The (1984)"
user_518,4,Highlander (1986)
user_406,1.5,Fantasia (1940)
user_257,2,Grosse Pointe Blank (1997)
user_259,3,Austin Powers: International Man of Mystery (1997)
user_163,3,L.A. Confidential (1997)
user_360,5,L.A. Confidential (1997)
user_481,5,L.A. Confidential (1997)
user_138,0.5,Wild Things (1998)
user_146,3.5,Bambi (1942)
user_320,4,"Negotiator, The (1998)"
user_92,4,"Secret of NIMH, The (1982)"
user_207,3,Willow (1988)
user_473,2.5,Toys (1992)
user_358,1,I Still Know What You Did Last Summer (1998)
user_545,4,"Thin Red Line, The (1998)"
user_315,3,Planet of the Apes (1968)
user_106,5,"Matrix, The (1999)"
user_535,4,"Matrix, The (1999)"
user_576,4.5,Go (1999)
user_158,4.5,"13th Warrior, The (1999)"
user_333,4,Gladiator (2000)
user_127,4,Blazing Saddles (1974)
user_184,3.5,X-Men (2000)
user_496,4.5,"Dark Knight, The (2008)"
user_306,2.5,Zombieland (2009)
user_506,5,Interstellar (2014)
user_397,4.5,Eat Drink Man Woman (Yin shi nan nu) (1994)
user_556,5,Aladdin (1992)
user_175,3.5,"Secret Garden, The (1993)"
user_578,4,"First Wives Club, The (1996)"
